Date,Vegetable,Price
2002-08-25,Red Leaf Lettuce,0.21
2002-08-25,Cauliflower,0.33
2002-08-25,Potatoes,0.8
2002-08-25,Carrots,0.21
2002-08-18,Celery,0.24
2002-08-18,Red Leaf Lettuce,0.21
2002-08-18,Cauliflower,0.21
2002-08-18,Potatoes,0.95
2002-08-18,Carrots,0.21
2002-08-18,Plums,0.29
2002-08-18,Broccoli Crowns,0.41
2002-08-18,Peaches,0.28
2002-08-18,Broccoli Bunches,0.3
2002-08-18,Oranges,0.06
2002-08-18,Avocados,0.72
2002-08-18,Nectarines,0.36
2002-08-18,Iceberg Lettuce,0.31
2002-08-18,Green Leaf Lettuce,0.33
2002-08-18,Tomatoes,0.29
2002-08-18,Thompson Grapes,0.57
2002-08-18,Strawberries,1.24
2002-08-18,Flame Grapes,0.57
2002-08-18,Romaine Lettuce,0.28
2002-08-11,Green Leaf Lettuce,0.27
2002-08-11,Flame Grapes,0.58
2002-08-11,Celery,0.23
2002-08-11,Cauliflower,0.19
2002-08-11,Carrots,0.21
2002-08-11,Broccoli Crowns,0.42
2002-08-11,Broccoli Bunches,0.31
2002-08-11,Avocados,0.77
2002-08-11,Tomatoes,0.43
2002-08-11,Strawberries,1.3
2002-08-11,Romaine Lettuce,0.32
2002-08-11,Red Leaf Lettuce,0.22
2002-08-11,Potatoes,1.11
2002-08-11,Plums,0.29
2002-08-11,Peaches,0.3
2002-08-11,Oranges,0.06
2002-08-11,Nectarines,0.33
2002-08-11,Iceberg Lettuce,0.35
2002-08-04,Avocados,0.79
2002-08-04,Oranges,0.06
2002-08-04,Nectarines,0.3
2002-08-04,Iceberg Lettuce,0.22
2002-08-04,Green Leaf Lettuce,0.19
2002-08-04,Tomatoes,0.39
2002-08-04,Flame Grapes,0.59
2002-08-04,Strawberries,1.18
2002-08-04,Celery,0.25
2002-08-04,Romaine Lettuce,0.32
2002-08-04,Cauliflower,0.18
2002-08-04,Red Leaf Lettuce,0.2
2002-08-04,Carrots,0.21
2002-08-04,Potatoes,1.51
2002-08-04,Broccoli Crowns,0.43
2002-08-04,Plums,0.29
2002-08-04,Broccoli Bunches,0.29
2002-08-04,Peaches,0.29
2002-07-28,Red Leaf Lettuce,0.2
2002-07-28,Carrots,0.21
2002-07-28,Potatoes,3.86
2002-07-28,Broccoli Crowns,0.38
2002-07-28,Plums,0.3
2002-07-28,Broccoli Bunches,0.28
2002-07-28,Peaches,0.28
2002-07-28,Avocados,0.77
2002-07-28,Oranges,0.07
2002-07-28,Nectarines,0.3
2002-07-28,Iceberg Lettuce,0.18
2002-07-28,Green Leaf Lettuce,0.18
2002-07-28,Tomatoes,0.33
2002-07-28,Flame Grapes,0.6
2002-07-28,Strawberries,1.18
2002-07-28,Celery,0.25
2002-07-28,Romaine Lettuce,0.21
2002-07-28,Cauliflower,0.19
2002-07-21,Tomatoes,0.39
2002-07-21,Flame Grapes,0.61
2002-07-21,Strawberries,1
2002-07-21,Celery,0.25
2002-07-21,Romaine Lettuce,0.17
2002-07-21,Cauliflower,0.21
2002-07-21,Red Leaf Lettuce,0.21
2002-07-21,Carrots,0.21
2002-07-21,Potatoes,4.18
2002-07-21,Broccoli Crowns,0.39
2002-07-21,Plums,0.29
2002-07-21,Broccoli Bunches,0.3
2002-07-21,Peaches,0.28
2002-07-21,Avocados,0.72
2002-07-21,Oranges,0.06
2002-07-21,Nectarines,0.24
2002-07-21,Iceberg Lettuce,0.18
2002-07-21,Green Leaf Lettuce,0.18
2002-07-14,Peaches,0.24
2002-07-14,Oranges,0.06
2002-07-14,Nectarines,0.22
2002-07-14,Iceberg Lettuce,0.2
2002-07-14,Green Leaf Lettuce,0.17
2002-07-14,Tomatoes,0.49
2002-07-14,Celery,0.25
2002-07-14,Strawberries,0.74
2002-07-14,Cauliflower,0.24
2002-07-14,Romaine Lettuce,0.16
2002-07-14,Carrots,0.21
2002-07-14,Red Leaf Lettuce,0.18
2002-07-14,Broccoli Crowns,0.46
2002-07-14,Potatoes,4.34
2002-07-14,Broccoli Bunches,0.34
2002-07-14,Plums,0.39
2002-07-14,Avocados,0.72
2002-07-07,Red Leaf Lettuce,0.19
2002-07-07,Cantaloupe,0.56
2002-07-07,Potatoes,2
2002-07-07,Broccoli Crowns,0.36
2002-07-07,Plums,0.46
2002-07-07,Broccoli Bunches,0.29
2002-07-07,Peaches,0.21
2002-07-07,Avocados,0.74
2002-07-07,Oranges,0.06
2002-07-07,Nectarines,0.2
2002-07-07,Iceberg Lettuce,0.24
2002-07-07,Green Leaf Lettuce,0.18
2002-07-07,Tomatoes,0.54
2002-07-07,Celery,0.24
2002-07-07,Strawberries,0.68
2002-07-07,Cauliflower,0.32
2002-07-07,Romaine Lettuce,0.2
2002-07-07,Carrots,0.21
2002-06-30,Avocados,0.74
2002-06-30,Green Leaf Lettuce,0.18
2002-06-30,Tomatoes,0.54
2002-06-30,Celery,0.24
2002-06-30,Strawberries,0.68
2002-06-30,Cauliflower,0.32
2002-06-30,Romaine Lettuce,0.2
2002-06-30,Carrots,0.21
2002-06-30,Red Leaf Lettuce,0.19
2002-06-30,Cantaloupe,0.56
2002-06-30,Potatoes,2
2002-06-30,Broccoli Crowns,0.36
2002-06-30,Plums,0.46
2002-06-30,Broccoli Bunches,0.29
2002-06-30,Peaches,0.21
2002-06-30,Oranges,0.06
2002-06-30,Nectarines,0.2
2002-06-30,Iceberg Lettuce,0.24
2002-06-16,Nectarines,0.27
2002-06-16,Iceberg Lettuce,0.19
2002-06-16,Green Leaf Lettuce,0.2
2002-06-16,Tomatoes,0.46
2002-06-16,Celery,0.2
2002-06-16,Strawberries,0.79
2002-06-16,Cauliflower,0.25
2002-06-16,Romaine Lettuce,0.27
2002-06-16,Carrots,0.21
2002-06-16,Red Leaf Lettuce,0.19
2002-06-16,Cantaloupe,0.36
2002-06-16,Potatoes,1.85
2002-06-16,Broccoli Crowns,0.33
2002-06-16,Plums,0.79
2002-06-16,Broccoli Bunches,0.29
2002-06-16,Peaches,0.22
2002-06-16,Avocados,0.78
2002-06-16,Oranges,0.06
2002-06-16,Asparagus,1.31
2002-06-09,Broccoli Bunches,0.39
2002-06-09,Red Leaf Lettuce,0.17
2002-06-09,Avocados,0.78
2002-06-09,Potatoes,1.8
2002-06-09,Asparagus,1.21
2002-06-09,Oranges,0.06
2002-06-09,Iceberg Lettuce,0.17
2002-06-09,Green Leaf Lettuce,0.17
2002-06-09,Celery,0.19
2002-06-09,Cauliflower,0.37
2002-06-09,Carrots,0.21
2002-06-09,Tomatoes,0.6
2002-06-09,Cantaloupe,0.42
2002-06-09,Strawberries,0.93
2002-06-09,Broccoli Crowns,0.46
2002-06-09,Romaine Lettuce,0.15
2002-06-02,Celery,0.2
2002-06-02,Cauliflower,0.36
2002-06-02,Carrots,0.21
2002-06-02,Tomatoes,0.59
2002-06-02,Cantaloupe,0.59
2002-06-02,Strawberries,0.96
2002-06-02,Broccoli Crowns,0.34
2002-06-02,Romaine Lettuce,0.15
2002-06-02,Broccoli Bunches,0.29
2002-06-02,Red Leaf Lettuce,0.17
2002-06-02,Avocados,0.78
2002-06-02,Potatoes,1.58
2002-06-02,Asparagus,1.03
2002-06-02,Oranges,0.06
2002-06-02,Iceberg Lettuce,0.17
2002-06-02,Green Leaf Lettuce,0.17
2002-05-26,Broccoli Bunches,0.24
2002-05-26,Red Leaf Lettuce,0.18
2002-05-26,Avocados,0.78
2002-05-26,Potatoes,1.38
2002-05-26,Asparagus,0.9
2002-05-26,Oranges,0.06
2002-05-26,Iceberg Lettuce,0.18
2002-05-26,Green Leaf Lettuce,0.18
2002-05-26,Celery,0.23
2002-05-26,Cauliflower,0.45
2002-05-26,Carrots,0.21
2002-05-26,Tomatoes,0.39
2002-05-26,Cantaloupe,0.62
2002-05-26,Strawberries,0.99
2002-05-26,Broccoli Crowns,0.28
2002-05-26,Romaine Lettuce,0.15
2002-05-19,Celery,0.26
2002-05-19,Cauliflower,0.38
2002-05-19,Carrots,0.21
2002-05-19,Tomatoes,0.38
2002-05-19,Cantaloupe,0.77
2002-05-19,Strawberries,1.05
2002-05-19,Broccoli Crowns,0.27
2002-05-19,Romaine Lettuce,0.16
2002-05-19,Broccoli Bunches,0.23
2002-05-19,Red Leaf Lettuce,0.22
2002-05-19,Avocados,0.78
2002-05-19,Potatoes,1.34
2002-05-19,Asparagus,0.85
2002-05-19,Oranges,0.13
2002-05-19,Iceberg Lettuce,0.18
2002-05-19,Green Leaf Lettuce,0.21
2002-05-12,Broccoli Bunches,0.22
2002-05-12,Red Leaf Lettuce,0.17
2002-05-12,Avocados,0.73
2002-05-12,Potatoes,1.3
2002-05-12,Asparagus,0.82
2002-05-12,Oranges,0.13
2002-05-12,Iceberg Lettuce,0.18
2002-05-12,Green Leaf Lettuce,0.17
2002-05-12,Celery,0.31
2002-05-12,Cauliflower,0.18
2002-05-12,Carrots,0.21
2002-05-12,Tomatoes,0.36
2002-05-12,Cantaloupe,0.94
2002-05-12,Strawberries,0.97
2002-05-12,Broccoli Crowns,0.26
2002-05-12,Romaine Lettuce,0.16
2002-05-05,Green Leaf Lettuce,0.16
2002-05-05,Celery,0.45
2002-05-05,Cauliflower,0.17
2002-05-05,Carrots,0.21
2002-05-05,Tomatoes,0.39
2002-05-05,Broccoli Crowns,0.26
2002-05-05,Strawberries,0.91
2002-05-05,Broccoli Bunches,0.22
2002-05-05,Romaine Lettuce,0.16
2002-05-05,Avocados,0.7
2002-05-05,Red Leaf Lettuce,0.16
2002-05-05,Asparagus,0.89
2002-05-05,Potatoes,1.3
2002-05-05,Oranges,0.13
2002-05-05,Iceberg Lettuce,0.17
2002-04-28,Broccoli Crowns,0.28
2002-04-28,Strawberries,0.87
2002-04-28,Broccoli Bunches,0.23
2002-04-28,Romaine Lettuce,0.17
2002-04-28,Avocados,0.69
2002-04-28,Red Leaf Lettuce,0.17
2002-04-28,Asparagus,0.99
2002-04-28,Potatoes,1.32
2002-04-28,Oranges,0.12
2002-04-28,Iceberg Lettuce,0.18
2002-04-28,Green Leaf Lettuce,0.17
2002-04-28,Celery,0.51
2002-04-28,Cauliflower,0.19
2002-04-28,Carrots,0.21
2002-04-28,Tomatoes,0.5
2002-04-21,Oranges,0.11
2002-04-21,Iceberg Lettuce,0.19
2002-04-21,Green Leaf Lettuce,0.17
2002-04-21,Celery,0.38
2002-04-21,Cauliflower,0.25
2002-04-21,Carrots,0.21
2002-04-21,Tomatoes,0.5
2002-04-21,Broccoli Crowns,0.33
2002-04-21,Strawberries,0.92
2002-04-21,Broccoli Bunches,0.27
2002-04-21,Romaine Lettuce,0.17
2002-04-21,Avocados,0.65
2002-04-21,Red Leaf Lettuce,0.17
2002-04-21,Asparagus,0.95
2002-04-21,Potatoes,1.4
2002-04-14,Cauliflower,0.35
2002-04-14,Carrots,0.21
2002-04-14,Tomatoes,0.31
2002-04-14,Broccoli Crowns,0.42
2002-04-14,Strawberries,1
2002-04-14,Broccoli Bunches,0.32
2002-04-14,Romaine Lettuce,0.16
2002-04-14,Avocados,0.63
2002-04-14,Red Leaf Lettuce,0.18
2002-04-14,Asparagus,0.83
2002-04-14,Potatoes,1.4
2002-04-14,Oranges,0.09
2002-04-14,Iceberg Lettuce,0.19
2002-04-14,Green Leaf Lettuce,0.18
2002-04-14,Celery,0.35
2002-04-07,Red Leaf Lettuce,0.18
2002-04-07,Asparagus,0.61
2002-04-07,Potatoes,1.4
2002-04-07,Oranges,0.08
2002-04-07,Iceberg Lettuce,0.22
2002-04-07,Green Leaf Lettuce,0.18
2002-04-07,Celery,0.46
2002-04-07,Cauliflower,0.19
2002-04-07,Carrots,0.21
2002-04-07,Tomatoes,0.37
2002-04-07,Broccoli Crowns,0.29
2002-04-07,Strawberries,1.06
2002-04-07,Broccoli Bunches,0.24
2002-04-07,Romaine Lettuce,0.17
2002-04-07,Avocados,0.61
2002-03-31,Green Leaf Lettuce,0.18
2002-03-31,Celery,0.56
2002-03-31,Cauliflower,0.19
2002-03-31,Carrots,0.21
2002-03-31,Broccoli Crowns,0.32
2002-03-31,Broccoli Bunches,0.21
2002-03-31,Avocados,0.61
2002-03-31,Asparagus,0.71
2002-03-31,Iceberg Lettuce,0.52
2002-03-31,Tomatoes,0.5
2002-03-31,Strawberries,0.84
2002-03-31,Romaine Lettuce,0.2
2002-03-31,Red Leaf Lettuce,0.18
2002-03-31,Potatoes,1.36
2002-03-31,Oranges,0.08
2002-03-24,Strawberries,0.93
2002-03-24,Broccoli Bunches,0.47
2002-03-24,Romaine Lettuce,0.81
2002-03-24,Avocados,0.61
2002-03-24,Red Leaf Lettuce,0.27
2002-03-24,Asparagus,1.04
2002-03-24,Potatoes,1.08
2002-03-24,Oranges,0.08
2002-03-24,Iceberg Lettuce,1.95
2002-03-24,Green Leaf Lettuce,0.28
2002-03-24,Celery,0.6
2002-03-24,Cauliflower,0.3
2002-03-24,Carrots,0.21
2002-03-24,Tomatoes,0.57
2002-03-24,Broccoli Crowns,0.61
2002-03-17,Oranges,0.08
2002-03-17,Iceberg Lettuce,1.96
2002-03-17,Green Leaf Lettuce,0.36
2002-03-17,Celery,0.53
2002-03-17,Cauliflower,0.43
2002-03-17,Carrots,0.21
2002-03-17,Tomatoes,0.62
2002-03-17,Broccoli Crowns,0.57
2002-03-17,Strawberries,1.59
2002-03-17,Broccoli Bunches,0.44
2002-03-17,Romaine Lettuce,0.94
2002-03-17,Avocados,0.59
2002-03-17,Red Leaf Lettuce,0.36
2002-03-17,Asparagus,1.24
2002-03-17,Potatoes,1.35
2002-03-10,Carrots,0.21
2002-03-10,Tomatoes,0.48
2002-03-10,Broccoli Crowns,0.46
2002-03-10,Strawberries,1.71
2002-03-10,Broccoli Bunches,0.37
2002-03-10,Romaine Lettuce,0.68
2002-03-10,Avocados,0.62
2002-03-10,Red Leaf Lettuce,0.5
2002-03-10,Asparagus,1.13
2002-03-10,Potatoes,1.34
2002-03-10,Oranges,0.07
2002-03-10,Iceberg Lettuce,1.85
2002-03-10,Green Leaf Lettuce,0.48
2002-03-10,Celery,0.54
2002-03-10,Cauliflower,0.51
2002-03-03,Red Leaf Lettuce,0.82
2002-03-03,Asparagus,1.16
2002-03-03,Potatoes,1.29
2002-03-03,Oranges,0.07
2002-03-03,Iceberg Lettuce,1.72
2002-03-03,Green Leaf Lettuce,0.74
2002-03-03,Celery,0.53
2002-03-03,Cauliflower,0.44
2002-03-03,Carrots,0.21
2002-03-03,Tomatoes,0.35
2002-03-03,Broccoli Crowns,0.39
2002-03-03,Strawberries,2.21
2002-03-03,Broccoli Bunches,0.34
2002-03-03,Romaine Lettuce,0.99
2002-03-03,Avocados,0.68
2002-02-24,Celery,0.58
2002-02-24,Cauliflower,0.19
2002-02-24,Carrots,0.21
2002-02-24,Tomatoes,0.34
2002-02-24,Broccoli Crowns,0.27
2002-02-24,Strawberries,2.11
2002-02-24,Broccoli Bunches,0.22
2002-02-24,Romaine Lettuce,0.97
2002-02-24,Avocados,0.69
2002-02-24,Red Leaf Lettuce,0.91
2002-02-24,Asparagus,1.51
2002-02-24,Potatoes,1.43
2002-02-24,Oranges,0.07
2002-02-24,Iceberg Lettuce,1.19
2002-02-24,Green Leaf Lettuce,0.82
2002-02-17,Strawberries,1.93
2002-02-17,Broccoli Bunches,0.25
2002-02-17,Romaine Lettuce,1.15
2002-02-17,Avocados,0.63
2002-02-17,Red Leaf Lettuce,1.15
2002-02-17,Asparagus,1.72
2002-02-17,Potatoes,1.43
2002-02-17,Oranges,0.07
2002-02-17,Iceberg Lettuce,1.09
2002-02-17,Green Leaf Lettuce,1.12
2002-02-17,Celery,0.68
2002-02-17,Cauliflower,0.18
2002-02-17,Carrots,0.21
2002-02-17,Tomatoes,0.22
2002-02-17,Broccoli Crowns,0.32
2002-02-10,Carrots,0.21
2002-02-10,Broccoli Crowns,0.77
2002-02-10,Broccoli Bunches,0.65
2002-02-10,Avocados,0.56
2002-02-10,Oranges,0.08
2002-02-10,Iceberg Lettuce,1.09
2002-02-10,Green Leaf Lettuce,1.09
2002-02-10,Celery,0.66
2002-02-10,Cauliflower,0.28
2002-02-10,Tomatoes,0.22
2002-02-10,Strawberries,1.79
2002-02-10,Romaine Lettuce,1.1
2002-02-10,Red Leaf Lettuce,1.16
2002-02-10,Potatoes,1.43
2002-02-03,Celery,0.45
2002-02-03,Cauliflower,0.43
2002-02-03,Carrots,0.21
2002-02-03,Tomatoes,0.21
2002-02-03,Broccoli Crowns,1.24
2002-02-03,Strawberries,2.24
2002-02-03,Broccoli Bunches,1.06
2002-02-03,Romaine Lettuce,0.68
2002-02-03,Avocados,0.55
2002-02-03,Red Leaf Lettuce,0.74
2002-02-03,Potatoes,1.43
2002-02-03,Oranges,0.08
2002-02-03,Iceberg Lettuce,0.47
2002-02-03,Green Leaf Lettuce,0.46
2002-01-27,Broccoli Crowns,1.44
2002-01-27,Strawberries,1.84
2002-01-27,Broccoli Bunches,1.25
2002-01-27,Romaine Lettuce,0.54
2002-01-27,Avocados,0.54
2002-01-27,Red Leaf Lettuce,0.61
2002-01-27,Potatoes,1.43
2002-01-27,Oranges,0.08
2002-01-27,Iceberg Lettuce,0.43
2002-01-27,Green Leaf Lettuce,0.36
2002-01-27,Celery,0.27
2002-01-27,Cauliflower,0.87
2002-01-27,Carrots,0.21
2002-01-27,Tomatoes,0.2
2002-01-20,Potatoes,1.42
2002-01-20,Oranges,0.08
2002-01-20,Iceberg Lettuce,0.38
2002-01-20,Green Leaf Lettuce,0.26
2002-01-20,Celery,0.23
2002-01-20,Cauliflower,0.95
2002-01-20,Carrots,0.21
2002-01-20,Tomatoes,0.35
2002-01-20,Broccoli Crowns,1.36
2002-01-20,Strawberries,2.02
2002-01-20,Broccoli Bunches,1.19
2002-01-20,Romaine Lettuce,0.33
2002-01-20,Avocados,0.52
2002-01-20,Red Leaf Lettuce,0.44
2002-01-13,Green Leaf Lettuce,0.24
2002-01-13,Celery,0.26
2002-01-13,Cauliflower,0.55
2002-01-13,Carrots,0.21
2002-01-13,Tomatoes,0.58
2002-01-13,Broccoli Crowns,0.59
2002-01-13,Strawberries,2.91
2002-01-13,Broccoli Bunches,0.46
2002-01-13,Romaine Lettuce,0.26
2002-01-13,Avocados,0.55
2002-01-13,Red Leaf Lettuce,0.41
2002-01-13,Potatoes,1.38
2002-01-13,Oranges,0.09
2002-01-13,Iceberg Lettuce,0.32
2002-01-06,Broccoli Crowns,0.46
2002-01-06,Tomatoes,0.72
2002-01-06,Broccoli Bunches,0.39
2002-01-06,Romaine Lettuce,0.36
2002-01-06,Avocados,0.59
2002-01-06,Red Leaf Lettuce,0.52
2002-01-06,Potatoes,1.33
2002-01-06,Oranges,0.09
2002-01-06,Iceberg Lettuce,0.66
2002-01-06,Green Leaf Lettuce,0.3
2002-01-06,Celery,0.29
2002-01-06,Cauliflower,0.35
2002-01-06,Carrots,0.21
2001-12-30,Romaine Lettuce,0.38
2001-12-30,Avocados,0.6
2001-12-30,Red Leaf Lettuce,0.52
2001-12-30,Potatoes,1.3
2001-12-30,Oranges,0.09
2001-12-30,Iceberg Lettuce,0.77
2001-12-30,Green Leaf Lettuce,0.31
2001-12-30,Celery,0.3
2001-12-30,Cauliflower,0.54
2001-12-30,Carrots,0.21
2001-12-30,Broccoli Crowns,0.79
2001-12-30,Tomatoes,0.55
2001-12-30,Broccoli Bunches,0.69
2001-12-23,Iceberg Lettuce,0.75
2001-12-23,Green Leaf Lettuce,0.29
2001-12-23,Celery,0.29
2001-12-23,Cauliflower,0.81
2001-12-23,Carrots,0.21
2001-12-23,Broccoli Crowns,1.13
2001-12-23,Broccoli Bunches,0.95
2001-12-23,Avocados,0.61
2001-12-23,Oranges,0.1
2001-12-23,Tomatoes,0.49
2001-12-23,Romaine Lettuce,0.36
2001-12-23,Red Leaf Lettuce,0.4
2001-12-23,Potatoes,1.3
2001-12-16,Green Leaf Lettuce,0.26
2001-12-16,Celery,0.31
2001-12-16,Cauliflower,0.68
2001-12-16,Carrots,0.21
2001-12-16,Broccoli Crowns,0.99
2001-12-16,Tomatoes,0.46
2001-12-16,Broccoli Bunches,0.85
2001-12-16,Romaine Lettuce,0.37
2001-12-16,Avocados,0.63
2001-12-16,Red Leaf Lettuce,0.3
2001-12-16,Potatoes,1.28
2001-12-16,Oranges,0.1
2001-12-16,Iceberg Lettuce,0.74
2001-12-09,Celery,0.31
2001-12-09,Cauliflower,0.38
2001-12-09,Carrots,0.21
2001-12-09,Broccoli Crowns,0.7
2001-12-09,Tomatoes,0.49
2001-12-09,Broccoli Bunches,0.56
2001-12-09,Romaine Lettuce,0.36
2001-12-09,Red Leaf Lettuce,0.24
2001-12-09,Potatoes,1.2
2001-12-09,Oranges,0.1
2001-12-09,Iceberg Lettuce,0.53
2001-12-09,Green Leaf Lettuce,0.23
2001-12-02,Carrots,0.21
2001-12-02,Broccoli Crowns,0.4
2001-12-02,Tomatoes,0.47
2001-12-02,Broccoli Bunches,0.32
2001-12-02,Romaine Lettuce,0.19
2001-12-02,Red Leaf Lettuce,0.21
2001-12-02,Potatoes,1.2
2001-12-02,Oranges,0.1
2001-12-02,Iceberg Lettuce,0.33
2001-12-02,Green Leaf Lettuce,0.19
2001-12-02,Celery,0.24
2001-12-02,Cauliflower,0.38
2001-11-25,Broccoli Crowns,0.25
2001-11-25,Tomatoes,0.43
2001-11-25,Broccoli Bunches,0.22
2001-11-25,Romaine Lettuce,0.18
2001-11-25,Red Leaf Lettuce,0.2
2001-11-25,Potatoes,1.2
2001-11-25,Oranges,0.1
2001-11-25,Iceberg Lettuce,0.31
2001-11-25,Green Leaf Lettuce,0.19
2001-11-25,Celery,0.2
2001-11-25,Cauliflower,0.31
2001-11-25,Carrots,0.21
2001-11-18,Broccoli Bunches,0.27
2001-11-18,Romaine Lettuce,0.18
2001-11-18,Red Leaf Lettuce,0.19
2001-11-18,Potatoes,1.2
2001-11-18,Oranges,0.12
2001-11-18,Iceberg Lettuce,0.22
2001-11-18,Green Leaf Lettuce,0.18
2001-11-18,Celery,0.21
2001-11-18,Cauliflower,0.19
2001-11-18,Carrots,0.21
2001-11-18,Broccoli Crowns,0.27
2001-11-18,Tomatoes,0.44
2001-11-11,Potatoes,1.1
2001-11-11,Oranges,0.13
2001-11-11,Iceberg Lettuce,0.2
2001-11-11,Green Leaf Lettuce,0.18
2001-11-11,Celery,0.24
2001-11-11,Cauliflower,0.19
2001-11-11,Carrots,0.21
2001-11-11,Cantaloupe,0.28
2001-11-11,Tomatoes,0.37
2001-11-11,Broccoli Crowns,0.3
2001-11-11,Romaine Lettuce,0.19
2001-11-11,Broccoli Bunches,0.24
2001-11-11,Red Leaf Lettuce,0.18
2001-11-04,Green Leaf Lettuce,0.16
2001-11-04,Celery,0.21
2001-11-04,Cauliflower,0.18
2001-11-04,Carrots,0.21
2001-11-04,Tomatoes,0.37
2001-11-04,Cantaloupe,0.17
2001-11-04,Strawberries,1.55
2001-11-04,Broccoli Crowns,0.31
2001-11-04,Romaine Lettuce,0.16
2001-11-04,Broccoli Bunches,0.24
2001-11-04,Red Leaf Lettuce,0.16
2001-11-04,Avocados,0.7
2001-11-04,Potatoes,1.1
2001-11-04,Iceberg Lettuce,0.18
2001-11-04,Honeydews,0.16
2001-10-28,Broccoli Crowns,0.33
2001-10-28,Broccoli Bunches,0.25
2001-10-28,Avocados,0.7
2001-10-28,Celery,0.2
2001-10-28,Cauliflower,0.2
2001-10-28,Carrots,0.21
2001-10-28,Tomatoes,0.38
2001-10-28,Strawberries,1.22
2001-10-28,Romaine Lettuce,0.19
2001-10-28,Red Leaf Lettuce,0.17
2001-10-28,Potatoes,1.1
2001-10-28,Plums,0.39
2001-10-28,Iceberg Lettuce,0.19
2001-10-28,Green Leaf Lettuce,0.17
2001-10-21,Potatoes,1.05
2001-10-21,Plums,0.39
2001-10-21,Oranges,0.06
2001-10-21,Iceberg Lettuce,0.19
2001-10-21,Green Leaf Lettuce,0.17
2001-10-21,Celery,0.19
2001-10-21,Cauliflower,0.19
2001-10-21,Tomatoes,0.47
2001-10-21,Carrots,0.21
2001-10-21,Strawberries,1.06
2001-10-21,Broccoli Crowns,0.31
2001-10-21,Romaine Lettuce,0.19
2001-10-21,Broccoli Bunches,0.23
2001-10-21,Red Leaf Lettuce,0.17
2001-10-21,Avocados,0.72
2001-10-14,Celery,0.19
2001-10-14,Cauliflower,0.19
2001-10-14,Tomatoes,0.41
2001-10-14,Carrots,0.21
2001-10-14,Strawberries,1.08
2001-10-14,Broccoli Crowns,0.28
2001-10-14,Romaine Lettuce,0.23
2001-10-14,Broccoli Bunches,0.23
2001-10-14,Red Leaf Lettuce,0.17
2001-10-14,Avocados,0.73
2001-10-14,Potatoes,1.05
2001-10-14,Plums,0.39
2001-10-14,Oranges,0.07
2001-10-14,Iceberg Lettuce,0.19
2001-10-14,Green Leaf Lettuce,0.17
2001-10-07,Romaine Lettuce,0.3
2001-10-07,Broccoli Bunches,0.31
2001-10-07,Red Leaf Lettuce,0.18
2001-10-07,Avocados,0.72
2001-10-07,Potatoes,1.03
2001-10-07,Plums,0.39
2001-10-07,Oranges,0.07
2001-10-07,Iceberg Lettuce,0.23
2001-10-07,Green Leaf Lettuce,0.18
2001-10-07,Celery,0.18
2001-10-07,Cauliflower,0.22
2001-10-07,Tomatoes,0.37
2001-10-07,Carrots,0.21
2001-10-07,Strawberries,1.28
2001-10-07,Broccoli Crowns,0.41
2001-09-30,Iceberg Lettuce,0.21
2001-09-30,Green Leaf Lettuce,0.17
2001-09-30,Celery,0.18
2001-09-30,Cauliflower,0.25
2001-09-30,Tomatoes,0.38
2001-09-30,Carrots,0.21
2001-09-30,Strawberries,1.4
2001-09-30,Broccoli Crowns,0.42
2001-09-30,Romaine Lettuce,0.18
2001-09-30,Broccoli Bunches,0.31
2001-09-30,Red Leaf Lettuce,0.17
2001-09-30,Avocados,0.71
2001-09-30,Potatoes,0.95
2001-09-30,Plums,0.41
2001-09-30,Oranges,0.07
2001-09-23,Tomatoes,0.24
2001-09-23,Carrots,0.17
2001-09-23,Strawberries,1.3
2001-09-23,Broccoli Crowns,0.3
2001-09-23,Romaine Lettuce,0.17
2001-09-23,Broccoli Bunches,0.23
2001-09-23,Red Leaf Lettuce,0.18
2001-09-23,Avocados,0.75
2001-09-23,Potatoes,0.96
2001-09-23,Plums,0.43
2001-09-23,Oranges,0.07
2001-09-23,Iceberg Lettuce,0.25
2001-09-23,Green Leaf Lettuce,0.17
2001-09-23,Celery,0.19
2001-09-23,Cauliflower,0.26
2001-09-16,Nectarines,0.4
2001-09-16,Iceberg Lettuce,0.54
2001-09-16,Green Leaf Lettuce,0.23
2001-09-16,Flame Grapes,0.66
2001-09-16,Strawberries,1.05
2001-09-16,Celery,0.21
2001-09-16,Romaine Lettuce,0.22
2001-09-16,Cauliflower,0.27
2001-09-16,Red Leaf Lettuce,0.23
2001-09-16,Carrots,0.17
2001-09-16,Potatoes,1.05
2001-09-16,Broccoli Crowns,0.29
2001-09-16,Plums,0.39
2001-09-16,Broccoli Bunches,0.24
2001-09-16,Peaches,0.28
2001-09-16,Avocados,0.8
2001-09-16,Oranges,0.07
2001-09-16,Tomatoes,0.24
2001-09-09,Red Leaf Lettuce,0.29
2001-09-09,Broccoli Crowns,0.3
2001-09-09,Potatoes,1.18
2001-09-09,Broccoli Bunches,0.25
2001-09-09,Peaches,0.28
2001-09-09,Avocados,0.83
2001-09-09,Oranges,0.07
2001-09-09,Nectarines,0.4
2001-09-09,Iceberg Lettuce,0.67
2001-09-09,Green Leaf Lettuce,0.29
2001-09-09,Flame Grapes,0.66
2001-09-09,Tomatoes,0.23
2001-09-09,Celery,0.24
2001-09-09,Strawberries,1.03
2001-09-09,Cauliflower,0.19
